Image name,X1,Y1,X2,Y2,object name,X-centre,Y-centre,X-Image Dimentions,Y-Image Dimentions,has on the left,has on the right,has on the top,has on the bottom,has in the center,URLs
Cover_page_-_History_of_India_Vol_1_%281906%29.png,861,445,2320,1639,elephant,1590.5,1042,2447,1742,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/6/62/Cover_page_-_History_of_India_Vol_1_%281906%29.png
Cover_page_-_History_of_India_Vol_1_%281906%29.png,758,761,885,1010,person,821.5,885.5,2447,1742,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/6/62/Cover_page_-_History_of_India_Vol_1_%281906%29.png
Cover_page_-_History_of_India_Vol_1_%281906%29.png,291,897,394,1081,person,342.5,989,2447,1742,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/6/62/Cover_page_-_History_of_India_Vol_1_%281906%29.png
Cover_page_-_History_of_India_Vol_1_%281906%29.png,553,916,1056,1268,elephant,804.5,1092,2447,1742,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/6/62/Cover_page_-_History_of_India_Vol_1_%281906%29.png
Cover_page_-_History_of_India_Vol_1_%281906%29.png,1326,317,1487,635,person,1406.5,476,2447,1742,na,na,person,na,na,https://upload.wikimedia.org/wikipedia/commons/6/62/Cover_page_-_History_of_India_Vol_1_%281906%29.png
Cover_page_-_History_of_India_Vol_1_%281906%29.png,300,1014,584,1366,horse,442,1190,2447,1742,horse,na,na,horse,na,https://upload.wikimedia.org/wikipedia/commons/6/62/Cover_page_-_History_of_India_Vol_1_%281906%29.png
Cover_page_-_History_of_India_Vol_1_%281906%29.png,1303,313,1495,716,person,1399,514.5,2447,1742,na,na,person,na,na,https://upload.wikimedia.org/wikipedia/commons/6/62/Cover_page_-_History_of_India_Vol_1_%281906%29.png
Cover_page_-_History_of_India_Vol_1_%281906%29.png,612,898,980,1196,elephant,796,1047,2447,1742,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/6/62/Cover_page_-_History_of_India_Vol_1_%281906%29.png
Cover_page_-_History_of_India_Vol_1_%281906%29.png,9,996,185,1319,horse,97,1157.5,2447,1742,horse,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/6/62/Cover_page_-_History_of_India_Vol_1_%281906%29.png
Dessin_d%27%C3%A9colier_dans_le_d%C3%A9sert_du_Thar_%28Rajasthan%29.jpg,1643,2766,2301,3413,dog,1972,3089.5,3203,4484,na,na,na,dog,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Dessin_d%27%C3%A9colier_dans_le_d%C3%A9sert_du_Thar_%28Rajasthan%29.jpg
Dessin_d%27%C3%A9colier_dans_le_d%C3%A9sert_du_Thar_%28Rajasthan%29.jpg,1441,1310,2181,1915,horse,1811,1612.5,3203,4484,na,na,na,na,horse,https://upload.wikimedia.org/wikipedia/commons/0/0a/Dessin_d%27%C3%A9colier_dans_le_d%C3%A9sert_du_Thar_%28Rajasthan%29.jpg
Dessin_d%27%C3%A9colier_dans_le_d%C3%A9sert_du_Thar_%28Rajasthan%29.jpg,1422,1347,2166,1888,cow,1794,1617.5,3203,4484,na,na,na,na,cow,https://upload.wikimedia.org/wikipedia/commons/0/0a/Dessin_d%27%C3%A9colier_dans_le_d%C3%A9sert_du_Thar_%28Rajasthan%29.jpg
Dessin_d%27%C3%A9colier_dans_le_d%C3%A9sert_du_Thar_%28Rajasthan%29.jpg,1444,1984,2371,2598,horse,1907.5,2291,3203,4484,na,na,na,na,horse,https://upload.wikimedia.org/wikipedia/commons/0/0a/Dessin_d%27%C3%A9colier_dans_le_d%C3%A9sert_du_Thar_%28Rajasthan%29.jpg
Dessin_d%27%C3%A9colier_dans_le_d%C3%A9sert_du_Thar_%28Rajasthan%29.jpg,1608,2692,2289,3442,horse,1948.5,3067,3203,4484,na,na,na,horse,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Dessin_d%27%C3%A9colier_dans_le_d%C3%A9sert_du_Thar_%28Rajasthan%29.jpg
Disneyland_park_-_Anaheim_Los_Angeles_California_USA_%289893969054%29_%283%29.jpg,401,603,1136,1455,elephant,768.5,1029,2048,1536,na,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/2/22/Disneyland_park_-_Anaheim_Los_Angeles_California_USA_%289893969054%29_%283%29.jpg
Disneyland_park_-_Anaheim_Los_Angeles_California_USA_%289894074433%29_%283%29.jpg,1545,1080,1758,1241,elephant,1651.5,1160.5,2048,1536,na,elephant,na,elephant,na,https://upload.wikimedia.org/wikipedia/commons/c/c8/Disneyland_park_-_Anaheim_Los_Angeles_California_USA_%289894074433%29_%283%29.jpg
Donkey_and_elephant_-_democrat_blue_and_republican_red_-_polygon_rough.jpg,500,33,938,427,horse,719,230,957,435,na,horse,na,na,na,https://upload.wikimedia.org/wikipedia/commons/b/be/Donkey_and_elephant_-_democrat_blue_and_republican_red_-_polygon_rough.jpg
El%C3%A9phant-banquette_de_Friedrich_Heyn.jpg,823,277,4465,2916,elephant,2644,1596.5,4567,3244,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/5/56/El%C3%A9phant-banquette_de_Friedrich_Heyn.jpg
El%C3%A9phant-banquette_de_Friedrich_Heyn.jpg,607,207,4318,2861,cow,2462.5,1534,4567,3244,na,na,na,na,cow,https://upload.wikimedia.org/wikipedia/commons/5/56/El%C3%A9phant-banquette_de_Friedrich_Heyn.jpg
El%C3%A9phant_dans_une_savane.jpg,1170,504,2033,1074,elephant,1601.5,789,3193,1793,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/8/8a/El%C3%A9phant_dans_une_savane.jpg
El%C3%A9phant_en_bordure_de_for%C3%AAt_Gabonaise.jpg,1348,1558,3388,2764,elephant,2368,2161,5472,3648,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/a/a4/El%C3%A9phant_en_bordure_de_for%C3%AAt_Gabonaise.jpg
El%C3%A9phant_pr%C3%A8s_du_fort_d%27Amber_%28Jaipur%29_%281%29.jpg,649,1030,2706,2351,elephant,1677.5,1690.5,3711,2651,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/0/0e/El%C3%A9phant_pr%C3%A8s_du_fort_d%27Amber_%28Jaipur%29_%281%29.jpg
El%C3%A9phant_pr%C3%A8s_du_fort_d%27Amber_%28Jaipur%29_%281%29.jpg,1621,592,1953,967,person,1787,779.5,3711,2651,na,na,person,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0e/El%C3%A9phant_pr%C3%A8s_du_fort_d%27Amber_%28Jaipur%29_%281%29.jpg
El%C3%A9phant_pr%C3%A8s_du_fort_d%27Amber_%28Jaipur%29_%282%29.jpg,640,1295,3340,2946,elephant,1990,2120.5,4458,3184,na,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/6/66/El%C3%A9phant_pr%C3%A8s_du_fort_d%27Amber_%28Jaipur%29_%282%29.jpg
El%C3%A9phant_pr%C3%A8s_du_fort_d%27Amber_%28Jaipur%29_%282%29.jpg,1667,325,2139,918,person,1903,621.5,4458,3184,na,na,person,na,na,https://upload.wikimedia.org/wikipedia/commons/6/66/El%C3%A9phant_pr%C3%A8s_du_fort_d%27Amber_%28Jaipur%29_%282%29.jpg
El%C3%A9phant_pr%C3%A8s_du_fort_d%27Amber_%28Jaipur%29_%282%29.jpg,1236,636,2277,1229,bench,1756.5,932.5,4458,3184,na,na,bench,na,na,https://upload.wikimedia.org/wikipedia/commons/6/66/El%C3%A9phant_pr%C3%A8s_du_fort_d%27Amber_%28Jaipur%29_%282%29.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,2158,1402,3954,3069,elephant,3056,2235.5,5067,3208,na,na,na,elephant,na,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,218,1527,1812,2770,elephant,1015,2148.5,5067,3208,elephant,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,3992,1591,4494,2597,elephant,4243,2094,5067,3208,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,1540,1040,2116,1451,umbrella,1828,1245.5,5067,3208,na,na,na,na,umbrella,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,3252,1038,3825,1397,umbrella,3538.5,1217.5,5067,3208,na,umbrella,na,na,na,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,2879,700,3506,1098,umbrella,3192.5,899,5067,3208,na,na,umbrella,na,na,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,2338,1155,3143,1527,bench,2740.5,1341,5067,3208,na,na,na,na,bench,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,1017,955,1586,1417,umbrella,1301.5,1186,5067,3208,umbrella,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,2189,597,2996,1007,umbrella,2592.5,802,5067,3208,na,na,umbrella,na,na,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,1204,775,1801,1070,umbrella,1502.5,922.5,5067,3208,umbrella,na,umbrella,na,na,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,1013,873,1684,1313,umbrella,1348.5,1093,5067,3208,umbrella,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,2884,734,3528,1279,umbrella,3206,1006.5,5067,3208,na,na,na,na,umbrella,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,1620,1063,2129,1259,umbrella,1874.5,1161,5067,3208,na,na,na,na,umbrella,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg,31,1981,175,2099,car,103,2040,5067,3208,car,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/9/91/Elefantes%2C_Ayutthaya%2C_Tailandia%2C_2013-08-23%2C_DD_10.jpg
Elefante_africano_de_sabana_%28Loxodonta_africana%29%2C_parque_nacional_de_Chobe%2C_Botsuana%2C_2018-07-28%2C_DD_37.jpg,1714,1121,5781,4136,elephant,3747.5,2628.5,7580,4995,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/d/d2/Elefante_africano_de_sabana_%28Loxodonta_africana%29%2C_parque_nacional_de_Chobe%2C_Botsuana%2C_2018-07-28%2C_DD_37.jpg
Elefante_africano_de_sabana_%28Loxodonta_africana%29%2C_parque_nacional_Kruger%2C_Sud%C3%A1frica%2C_2018-07-25%2C_DD_19.jpg,0,1349,5462,8535,elephant,2731,4942,5792,8688,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/e/ea/Elefante_africano_de_sabana_%28Loxodonta_africana%29%2C_parque_nacional_Kruger%2C_Sud%C3%A1frica%2C_2018-07-25%2C_DD_19.jpg
Elefant_Ansbach_um_1765.jpg,43,32,629,453,elephant,336,242.5,700,506,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/8/84/Elefant_Ansbach_um_1765.jpg
Elefant_Yala_Nationalpark.jpg,1311,202,2585,2355,elephant,1948,1278.5,3888,2592,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/c/c8/Elefant_Yala_Nationalpark.jpg
Elefant_Yala_Nationalpark.jpg,633,276,667,314,bird,650,295,3888,2592,bird,na,bird,na,na,https://upload.wikimedia.org/wikipedia/commons/c/c8/Elefant_Yala_Nationalpark.jpg
Elefant_Yala_Nationalpark.jpg,897,830,977,878,person,937,854,3888,2592,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/c/c8/Elefant_Yala_Nationalpark.jpg
Elephant%2C_Kruger_Park.jpg,2312,574,3676,3516,elephant,2994,2045,6000,4000,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/c/cd/Elephant%2C_Kruger_Park.jpg
Elephants_and_bush_burning.jpg,1284,629,2787,2124,bear,2035.5,1376.5,4000,3000,na,na,na,na,bear,https://upload.wikimedia.org/wikipedia/commons/c/c2/Elephants_and_bush_burning.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_01.jpg,1320,382,1689,864,elephant,1504.5,623,3264,1836,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/e/ee/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_01.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_02.jpg,1346,687,1838,1170,elephant,1592,928.5,3264,1836,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/7/7a/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_02.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_06.jpg,656,129,2205,1321,elephant,1430.5,725,3264,1836,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/e/e2/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_06.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_06.jpg,1079,777,1640,1314,elephant,1359.5,1045.5,3264,1836,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/e/e2/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_06.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_07.jpg,372,436,1290,1231,elephant,831,833.5,3264,1836,elephant,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/a/a0/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_07.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_07.jpg,1989,847,2386,1201,elephant,2187.5,1024,3264,1836,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/a/a0/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_07.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_07.jpg,1872,663,2387,1135,elephant,2129.5,899,3264,1836,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/a/a0/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_07.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_08.jpg,845,81,2190,1129,elephant,1517.5,605,3264,1836,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/0/08/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_08.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_08.jpg,2792,380,3264,1091,elephant,3028,735.5,3264,1836,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/08/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_08.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_08.jpg,3025,611,3264,1091,elephant,3144.5,851,3264,1836,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/08/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_08.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_08.jpg,800,873,1457,1251,elephant,1128.5,1062,3264,1836,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/0/08/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_08.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_09.jpg,1232,450,2097,1200,elephant,1664.5,825,3264,1836,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/8/84/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_09.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_09.jpg,97,214,775,1170,elephant,436,692,3264,1836,elephant,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/8/84/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_09.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_09.jpg,1516,709,2111,1214,elephant,1813.5,961.5,3264,1836,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/8/84/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_09.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_10.jpg,6,234,1812,3032,elephant,909,1633,1836,3264,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/2/2c/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_10.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_10.jpg,170,11,1042,701,person,606,356,1836,3264,na,na,person,na,na,https://upload.wikimedia.org/wikipedia/commons/2/2c/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_10.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_10.jpg,1512,1248,1831,1587,person,1671.5,1417.5,1836,3264,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/2/2c/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_10.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_10.jpg,69,40,1806,2734,elephant,937.5,1387,1836,3264,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/2/2c/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_10.jpg
Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_11.jpg,258,0,2257,1836,elephant,1257.5,918,3264,1836,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/a/a9/Elephants_at_Elephant_Breeding_Center%2C_Chitwan_National_Park_11.jpg
Elephants_at_Minneriya_National_Park%2C_Sri_Lanka.jpg,292,487,4469,3714,elephant,2380.5,2100.5,6000,4000,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/c/c3/Elephants_at_Minneriya_National_Park%2C_Sri_Lanka.jpg
Elephants_at_Minneriya_National_Park%2C_Sri_Lanka.jpg,3534,2383,4479,3648,elephant,4006.5,3015.5,6000,4000,na,na,na,elephant,na,https://upload.wikimedia.org/wikipedia/commons/c/c3/Elephants_at_Minneriya_National_Park%2C_Sri_Lanka.jpg
Elephants_at_Minneriya_National_Park%2C_Sri_Lanka.jpg,3400,2460,4467,3663,cow,3933.5,3061.5,6000,4000,na,na,na,cow,na,https://upload.wikimedia.org/wikipedia/commons/c/c3/Elephants_at_Minneriya_National_Park%2C_Sri_Lanka.jpg
Elephants_in_Yala.jpg,757,665,944,778,elephant,850.5,721.5,1280,853,na,na,na,elephant,na,https://upload.wikimedia.org/wikipedia/commons/5/59/Elephants_in_Yala.jpg
Elephants_in_Yala.jpg,456,695,611,792,elephant,533.5,743.5,1280,853,na,na,na,elephant,na,https://upload.wikimedia.org/wikipedia/commons/5/59/Elephants_in_Yala.jpg
Elephants_in_Yala.jpg,1070,660,1233,766,elephant,1151.5,713,1280,853,na,elephant,na,elephant,na,https://upload.wikimedia.org/wikipedia/commons/5/59/Elephants_in_Yala.jpg
Elephants_in_Yala.jpg,123,671,354,803,elephant,238.5,737,1280,853,elephant,na,na,elephant,na,https://upload.wikimedia.org/wikipedia/commons/5/59/Elephants_in_Yala.jpg
Elephants_in_Yala.jpg,640,734,719,789,elephant,679.5,761.5,1280,853,na,na,na,elephant,na,https://upload.wikimedia.org/wikipedia/commons/5/59/Elephants_in_Yala.jpg
Elephants_in_Yala.jpg,386,743,462,792,elephant,424,767.5,1280,853,na,na,na,elephant,na,https://upload.wikimedia.org/wikipedia/commons/5/59/Elephants_in_Yala.jpg
Elephants_in_Yala.jpg,1019,756,1039,779,bird,1029,767.5,1280,853,na,bird,na,bird,na,https://upload.wikimedia.org/wikipedia/commons/5/59/Elephants_in_Yala.jpg
Elephants_of_Minneriya_National_Park%2C_Sri_Lanka.jpg,1637,1863,4252,3679,elephant,2944.5,2771,6000,4000,na,na,na,elephant,na,https://upload.wikimedia.org/wikipedia/commons/3/30/Elephants_of_Minneriya_National_Park%2C_Sri_Lanka.jpg
Elephants_of_Minneriya_National_Park%2C_Sri_Lanka.jpg,1745,1875,4314,3676,cow,3029.5,2775.5,6000,4000,na,na,na,cow,na,https://upload.wikimedia.org/wikipedia/commons/3/30/Elephants_of_Minneriya_National_Park%2C_Sri_Lanka.jpg
Elephants_of_Minneriya_National_Park%2C_Sri_Lanka.jpg,3969,3028,4868,3702,elephant,4418.5,3365,6000,4000,na,elephant,na,elephant,na,https://upload.wikimedia.org/wikipedia/commons/3/30/Elephants_of_Minneriya_National_Park%2C_Sri_Lanka.jpg
Elephants_of_Minneriya_National_Park%2C_Sri_Lanka.jpg,3969,2952,4884,3770,cow,4426.5,3361,6000,4000,na,cow,na,cow,na,https://upload.wikimedia.org/wikipedia/commons/3/30/Elephants_of_Minneriya_National_Park%2C_Sri_Lanka.jpg
Elephants_Warsaw_ZOO_Warszawskie_ZOO.jpg,210,1087,733,1432,elephant,471.5,1259.5,3850,2721,elephant,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/4/49/Elephants_Warsaw_ZOO_Warszawskie_ZOO.jpg
Elephants_Warsaw_ZOO_Warszawskie_ZOO.jpg,2894,751,3698,1219,elephant,3296,985,3850,2721,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/4/49/Elephants_Warsaw_ZOO_Warszawskie_ZOO.jpg
Elephants_Warsaw_ZOO_Warszawskie_ZOO.jpg,1348,1110,1590,1342,elephant,1469,1226,3850,2721,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/4/49/Elephants_Warsaw_ZOO_Warszawskie_ZOO.jpg
Elephant_%26_Mahout.jpg,3748,1763,4532,3726,person,4140,2744.5,6000,4000,na,person,na,person,na,https://upload.wikimedia.org/wikipedia/commons/a/a8/Elephant_%26_Mahout.jpg
Elephant_%26_Mahout.jpg,1100,942,4144,3788,elephant,2622,2365,6000,4000,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/a/a8/Elephant_%26_Mahout.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,2841,1269,3448,2182,person,3144.5,1725.5,4160,3120,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,344,798,2935,2460,elephant,1639.5,1629,4160,3120,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,3955,950,4158,1615,person,4056.5,1282.5,4160,3120,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,3725,889,3955,1602,person,3840,1245.5,4160,3120,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,3532,880,3765,1487,person,3648.5,1183.5,4160,3120,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,3278,935,3507,1569,person,3392.5,1252,4160,3120,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,8,893,150,1440,person,79,1166.5,4160,3120,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,230,857,396,1416,person,313,1136.5,4160,3120,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,471,866,608,1188,person,539.5,1027,4160,3120,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,135,926,278,1415,person,206.5,1170.5,4160,3120,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,1,943,72,1409,person,36.5,1176,4160,3120,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,3912,932,4103,1572,person,4007.5,1252,4160,3120,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,17,913,155,1433,person,86,1173,4160,3120,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_Accompanied_For_Bathing_Session.jpg,155,956,271,1387,person,213,1171.5,4160,3120,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/3/38/Elephant_Accompanied_For_Bathing_Session.jpg
Elephant_and_the_mahout.jpg,1507,918,5582,3776,horse,3544.5,2347,6000,4000,na,na,na,na,horse,https://upload.wikimedia.org/wikipedia/commons/b/b1/Elephant_and_the_mahout.jpg
Elephant_and_the_mahout.jpg,2162,219,3043,1527,person,2602.5,873,6000,4000,na,na,person,na,na,https://upload.wikimedia.org/wikipedia/commons/b/b1/Elephant_and_the_mahout.jpg
